living area,number of floors,Built Year,Price,bedrooms,bathrooms
1050,1.0,1953,310000,3,1.0
1480,1.0,1952,310000,3,1.0
1220,3.0,2007,306000,3,1.5
2110,2.0,1966,305495,3,1.75
1590,1.0,1966,305000,4,1.5
1260,1.0,1946,300000,3,1.0
1250,1.0,1950,299000,2,1.75
700,1.0,1949,267800,2,1.0
1780,1.0,1986,266000,3,2.5
1570,1.0,1998,265000,3,2.0
1850,1.0,1952,257200,3,2.0
2230,2.0,2006,253000,4,2.5
1630,1.0,1975,234000,4,2.0
1340,1.0,1973,223000,3,1.75
1240,1.0,1967,215000,2,1.0
1170,1.0,1911,175000,2,1.0
860,1.0,1963,160000,3,1.0
700,1.0,1952,155000,2,1.0
1100,1.0,1978,139000,3,1.0
3550,2.0,1962,2100000,4,1.75
3200,2.0,2006,1260000,4,2.5
4210,2.0,2006,1150000,4,3.5
3740,1.0,1988,1090000,4,3.25
3920,2.0,1990,1000000,5,4.25
3950,3.0,2013,914500,4,2.5
2930,1.0,1947,840000,4,1.75
1230,1.0,1955,839000,3,1.0
3930,2.0,2013,828950,4,3.5
3030,2.0,2013,819995,5,2.75
3310,2.0,2004,803100,4,2.5
1790,1.0,1940,790000,3,1.75
3580,2.0,1999,765000,5,3.75
3240,2.0,1985,749400,4,2.5
1980,2.5,1941,744000,4,3.0
3150,2.0,2007,720000,3,2.5
3150,2.0,2001,695000,4,3.0
4560,2.0,1986,695000,3,2.5
2740,2.0,2003,689900,4,3.25
2560,1.0,1947,640000,4,2.0
2680,2.0,1989,620000,4,2.5
1550,1.5,1909,613000,4,2.0
2240,1.0,1983,592500,4,2.5
2000,2.0,1921,585000,5,1.75
2550,1.0,1986,582800,4,2.75
2360,2.0,1996,580050,3,2.5
1490,1.0,1946,575000,2,1.0
3020,1.0,1979,575000,4,2.5
1980,1.0,1980,550000,3,2.25
2700,2.0,1991,525000,3,2.5
1840,2.0,1997,512500,3,2.5
2240,2.0,1995,497000,4,2.5
2050,1.5,1941,495000,4,2.0
2870,1.0,1961,475000,7,3.5
1660,1.0,1946,467000,3,1.0
1260,1.0,1959,465750,3,1.5
1410,1.0,1924,465000,3,1.75
1870,1.0,1980,455000,3,2.5
1320,1.0,1912,451555,2,1.0
1510,1.0,1973,430000,3,2.0
1880,1.0,1976,423000,4,1.75
1640,1.0,1977,420000,3,2.0
1340,1.0,1956,417000,3,1.5
1490,1.0,1963,412500,3,1.5
1630,1.0,1953,400000,3,1.0
1120,1.0,1955,395300,3,1.5
2240,2.0,1996,390000,3,2.5
1720,2.0,2010,386380,3,2.5
1890,1.0,1960,375000,4,1.75
2710,2.0,1998,370000,4,2.5
1680,1.0,1940,350000,3,1.75
1400,1.0,1957,349950,3,1.0
1700,2.0,1994,349950,3,2.5
1232,3.0,2007,344000,3,2.5
2290,1.0,1960,343000,4,1.75
1180,2.0,1986,342400,3,2.25
1960,1.0,1948,340000,3,1.75
2150,2.0,1991,335000,3,2.25
2150,2.0,1991,316500,4,2.5
880,1.0,1919,312500,2,1.0
1490,2.0,2009,312000,3,2.25
2020,1.0,1963,302000,4,1.75
1220,1.0,1955,300000,3,1.0
850,1.0,1986,295000,3,1.5
1330,1.5,1959,280000,3,1.0
1840,2.0,2004,275000,4,2.5
1010,1.0,1969,270000,3,1.0
1590,2.0,1991,263000,3,2.25
1690,2.0,2003,256883,3,2.5
2070,2.0,1989,255000,4,2.5
1650,1.0,1979,252350,3,2.0
1230,1.0,1957,250000,3,1.0
1490,1.0,1990,245000,3,1.75
1400,1.0,1948,240000,3,2.0
1400,1.0,1979,225000,3,2.0
1040,1.0,1959,217450,3,1.0
1160,1.0,1969,215000,3,1.0
1670,1.0,1967,204700,4,2.0
980,1.5,1903,197500,3,1.0
1090,1.0,1967,190000,3,1.0
1150,1.0,1932,185000,3,1.0
1060,1.0,1970,174950,3,1.0
6490,2.0,1991,2000000,5,4.25
5520,2.0,2008,1270000,4,3.0
2220,1.0,1947,875000,3,2.0
3280,2.0,1996,862500,4,2.75
3360,2.0,2014,804995,5,1.5
3120,2.0,2005,799000,4,3.25
2180,1.0,1904,785000,3,2.0
2110,2.0,2000,772000,4,2.5
3120,2.0,2003,730100,4,2.5
2830,2.0,2006,725000,5,2.75
2050,1.0,1926,724800,3,2.0
2020,1.0,1947,720000,2,1.0
3200,2.0,2009,675000,5,2.5
3690,2.0,1977,655000,5,3.25
3160,2.0,1983,645000,4,2.5
1720,1.5,1921,620000,3,2.25
2170,2.0,2003,619500,3,2.5
2720,2.0,2005,619000,3,2.5
2134,2.5,2008,611000,3,2.5
910,1.0,1909,605000,2,1.0
1290,2.0,1987,605000,3,2.25
1520,3.0,2013,565000,3,2.25
2260,1.0,1990,551000,2,2.0
1140,1.5,1920,540000,1,1.0
1260,1.5,1931,523000,3,1.5
2370,2.0,2003,522500,3,2.5
1310,2.0,2006,500000,2,2.5
1450,1.5,1900,490000,3,2.0
1160,1.0,1937,490000,2,1.0
2430,2.0,2009,480000,4,2.5
1560,1.5,1926,451000,3,1.75
2270,1.0,1977,446000,4,2.25
1990,2.0,1984,445000,3,2.25
1970,1.0,2010,445000,3,3.0
2320,2.0,1992,437500,3,2.5
2280,2.0,2001,433000,4,2.5
2150,1.0,1956,430000,3,1.75
2670,1.0,1988,425000,3,2.5
1800,2.0,1990,408200,3,2.5
2740,2.0,1973,400000,3,2.5
1180,1.0,1981,385000,3,1.75
1860,3.0,2007,379950,3,3.25
1410,2.0,2005,377500,3,2.25
1100,2.0,2007,375000,3,1.5
2790,2.0,2005,375000,4,2.5
1370,1.0,1972,370000,4,1.5
1726,2.0,1982,363750,3,1.75
700,1.0,1942,350000,1,1.0
2440,2.0,2009,350000,4,2.5
1980,1.5,1962,345000,4,1.0
1260,1.0,1944,342000,3,1.0
1480,2.0,2012,341000,3,2.5
1250,1.0,1951,340000,3,1.0
1170,1.0,1960,330000,3,1.5
1760,1.0,1977,317000,3,2.0
2340,2.0,2003,314000,4,2.5
2060,1.0,1978,306500,3,2.25
1870,2.0,2005,306000,3,2.5
830,1.0,1954,282613,2,1.0
1480,2.0,1987,275000,3,2.5
1510,1.0,1955,254000,4,2.0
1070,1.0,1985,252700,2,1.5
1900,1.0,1966,250000,3,2.0
1440,1.0,1982,249000,3,2.25
1850,2.0,1986,248000,4,3.5
870,1.0,1941,245000,2,1.0
1530,1.5,1948,245000,4,1.0
1460,2.0,1941,239950,5,1.0
1860,1.0,1979,239900,4,2.25
1020,2.0,2004,238000,3,2.0
1730,1.0,1978,205000,5,1.75
1000,1.0,1940,180000,3,1.0
1010,1.0,1955,174500,2,1.0
1700,1.0,1944,410000,3,2.0
1940,1.0,1954,732000,3,2.0
2060,1.0,1985,575550,4,2.5
2130,1.0,1994,534640,3,2.5
1360,1.0,1944,488000,2,2.0
2480,2.0,1986,415000,3,2.5
1410,1.0,1987,352500,3,2.25
1970,2.0,1994,297000,5,2.5
5340,2.5,1912,2100000,5,3.75
5010,2.0,1988,1470000,4,3.25
3410,2.0,2008,1410000,4,3.5
3190,1.0,1967,1220000,4,2.5
2240,1.5,1914,1190000,4,3.0
2430,1.0,1951,1000000,2,1.75
2200,1.5,1932,924000,3,1.5
2730,1.5,1921,885000,4,2.75
4180,2.0,1979,869000,5,3.25
2640,2.0,1937,850000,4,3.5
2380,1.0,2011,818000,2,2.5
3480,2.0,1988,810000,4,2.5
3370,1.5,1907,762000,5,2.0
2660,2.0,1993,755000,4,2.5
3430,2.0,2013,749950,4,2.5
2010,1.0,1912,700000,3,1.75
1610,1.5,1940,690000,3,2.0
1540,3.0,2007,640000,2,2.25
2460,2.0,1998,611000,4,2.5
3290,1.5,1973,602000,5,1.75
1420,1.5,1928,592500,2,2.0
2030,1.0,1977,588000,3,2.25
2500,2.0,2013,575000,4,2.5
2030,1.0,1984,572500,3,2.25
2110,2.0,1979,565000,4,2.25
1660,1.5,1945,560000,4,1.0
2320,2.0,1997,530000,3,3.5
2420,1.0,1979,525000,4,1.75
1890,1.0,1974,524950,3,1.75
1680,2.0,2008,518000,3,2.5
1690,1.5,1901,487250,4,2.0
1500,1.5,1926,485000,3,1.0
1260,3.0,2004,485000,2,2.25
2200,2.0,1908,485000,3,1.75
1450,2.0,2005,482500,3,2.25
3370,2.0,2005,480000,4,3.5
1350,3.0,2005,477000,3,2.5
1490,1.0,1929,475000,2,1.0
3060,1.0,1968,475000,4,2.5
1630,1.0,1967,464000,3,1.75
1710,1.5,1928,462000,3,1.5
1250,1.0,1966,462000,5,1.75
1060,1.0,1926,461000,2,1.0
2190,1.0,1978,446000,5,2.75
1800,1.0,1967,442500,3,1.75
1010,1.5,1906,440000,2,1.5
2200,2.0,2009,433500,3,2.5
1920,2.0,1995,429000,3,2.5
770,1.0,1924,413500,2,1.0
2500,2.0,1966,411000,4,2.75
2490,2.0,1999,390000,4,2.5
1690,2.0,2014,386591,3,2.5
1670,2.0,1999,373000,3,2.5
1660,1.0,1908,368000,2,1.5
700,1.0,1945,367000,2,1.0
2070,1.0,1945,366500,4,2.75
1290,1.0,1960,359950,3,1.0
1640,2.0,1985,350000,3,2.25
1830,2.0,2003,339000,4,2.5
1580,2.0,1906,333000,4,2.0
2680,2.0,1990,320000,3,2.5
2310,1.0,1976,319950,4,1.75
1370,1.0,1960,307000,3,1.0
1610,1.0,1981,305000,3,1.75
2100,1.0,2007,298450,5,3.0
2170,1.0,1978,296500,3,2.75
1700,2.0,1988,290000,4,2.5
2120,1.5,1962,290000,5,1.5
2080,1.0,1955,285000,4,1.75
810,2.0,1982,285000,1,1.5
1270,2.0,1993,280000,3,2.5
1720,2.0,2005,280000,3,2.5
1120,1.0,1980,256500,2,1.0
1310,1.0,1953,251200,4,1.5
1580,2.0,1986,247000,3,2.25
1470,2.0,2005,241000,2,2.0
910,1.0,1981,225000,2,1.0
1610,2.0,1979,215000,2,2.25
970,1.0,1970,215000,3,1.0
1080,1.0,1942,210000,3,1.0
930,1.0,1942,141800,2,1.0
950,1.0,1954,137000,3,1.0
680,1.0,1941,110700,2,1.0
4460,1.0,1962,1800000,4,3.5
3300,1.5,1926,1740000,4,3.75
3400,1.0,1957,1690000,3,1.75
4380,1.0,2001,1300000,4,3.5
2850,1.0,1970,1280000,4,2.0
4560,1.0,1995,1210000,4,3.5
2880,2.0,1919,1130000,6,3.0
2390,2.0,1939,1100000,3,2.0
2620,1.5,1926,978000,4,2.75
3120,2.0,2008,953007,4,3.5
2260,1.0,1967,925000,4,2.25
3500,1.0,1938,879950,4,2.25
3160,2.0,2014,860000,4,2.75
1570,2.0,1915,792000,3,1.5
3070,2.0,2009,785000,4,3.5
1640,3.0,2014,772000,3,2.25
2560,1.0,1976,765000,4,2.25
2450,1.0,1987,760000,4,1.75
2150,1.0,1952,755000,6,2.0
2770,2.0,1992,749950,3,2.5
3230,2.0,2004,730000,4,2.5
1790,1.0,1923,710000,2,1.0
1680,1.5,1921,700000,4,1.0
2650,2.0,2006,699000,4,2.5
2690,1.0,1954,675000,4,3.0
1990,2.0,1987,675000,3,2.25
2150,2.0,1982,639000,4,2.5
3550,2.0,2007,625000,4,2.5
2480,2.0,2004,620000,3,2.5
1700,2.0,1992,619500,3,2.5
2820,1.0,1965,615000,4,2.75
2660,2.0,2014,599950,3,2.5
2890,2.0,1977,598000,5,2.25
1280,1.0,1926,575000,4,1.75
1540,1.0,1908,570000,2,1.75
3050,1.0,1987,555000,3,2.5
2830,2.0,2001,551000,3,2.5
1540,2.0,1941,525000,3,1.5
2680,2.0,1942,520000,4,3.5
1820,1.0,1967,519900,4,2.0
2670,2.0,2006,515000,4,2.5
2020,1.0,1963,507500,3,2.0
1210,3.0,2008,500000,3,2.5
3200,2.0,1989,499950,5,3.5
2090,1.5,1925,494000,4,1.75
1910,1.0,1946,490000,3,1.0
4460,3.0,2015,490000,5,3.5
1480,1.0,1951,483945,2,1.75
2050,1.0,1986,480000,4,2.75
1260,3.0,2008,479000,3,2.5
1650,1.0,1950,475000,4,1.75
1270,2.0,2005,467000,3,2.25
2140,1.0,1976,458000,1,2.25
1210,1.5,1900,452000,4,1.0
2060,1.0,1953,450000,3,1.5
1300,2.0,1948,440000,2,1.75
1270,3.0,2007,440000,3,1.5
2010,2.0,2003,439000,3,2.0
1200,1.0,1906,430000,3,1.75
2800,2.0,2004,426000,4,2.5
1940,1.0,1941,423000,4,1.75
1050,1.0,1943,415000,2,1.0
1970,2.0,2008,415000,3,2.25
1800,2.0,2014,409316,3,2.5
2430,2.0,2001,405000,5,2.5
1730,2.0,1945,396675,2,1.0
1080,1.5,1920,395000,3,1.5
1770,1.0,1965,390000,4,2.25
1320,1.5,1929,387500,4,1.0
1230,2.0,2012,387000,2,2.25
1490,1.0,1959,385000,3,1.5
1700,2.0,2003,384000,3,2.5
2800,2.0,2002,380000,4,3.0
1690,2.0,2008,380000,3,1.75
1150,1.0,1947,376000,2,1.0
1590,2.0,1922,372500,4,1.75
2220,2.0,1999,350000,4,2.25
2800,2.5,1903,345600,5,3.5
1240,1.0,1954,345000,3,1.5
1060,1.0,1967,335000,3,1.0
860,1.0,1948,330000,2,1.0
1180,1.0,1959,330000,3,1.0
2303,2.0,2013,329995,4,2.5
2170,2.0,2004,329900,3,2.5
1600,1.0,1947,329000,4,2.5
1880,1.0,1966,326000,6,3.0
1870,1.0,1959,325000,4,2.25
1480,1.0,1965,320000,3,1.75
1400,1.0,1987,315000,3,2.25
790,1.0,1955,315000,2,1.0
1092,1.5,1918,309000,3,1.0
1590,2.0,2009,305000,2,2.5
1090,1.0,1955,300000,3,1.0
2120,1.0,1967,300000,3,1.0
2860,2.0,1978,300000,6,5.25
910,1.0,1950,299950,3,1.0
1560,1.0,1964,291000,3,1.75
1280,1.0,1969,290000,3,1.75
2090,2.0,2002,289000,3,2.5
1860,1.0,1983,288400,4,2.5
870,1.5,1906,271310,2,1.0
790,1.0,1953,268500,2,1.0
1570,2.0,1982,263000,3,1.75
1990,2.0,1989,260000,4,2.5
1490,1.0,1990,259900,3,2.0
1320,1.0,1957,259000,3,1.0
1960,1.0,1978,250000,4,2.0
2500,1.0,1961,250000,4,1.5
1770,1.5,1943,243000,2,1.0
1650,1.0,1967,219950,3,1.5
2180,1.0,1950,210000,4,1.75
1700,1.0,1978,206000,4,2.0
1050,1.0,1967,200000,3,1.0
820,1.0,2007,194000,1,1.0
950,1.0,1926,192500,2,1.0
1140,1.0,1969,120750,3,1.75
5305,2.0,2005,2700000,5,4.75
3690,2.0,2007,1580000,3,3.25
4460,2.0,1992,1550000,3,2.5
3660,2.5,1909,1510000,4,3.25
3240,2.0,2008,1220000,4,2.5
2760,2.0,1978,1190000,3,2.25
3810,1.0,2007,1130000,4,3.25
1890,2.0,1987,1070000,2,1.75
3880,2.0,2009,1030000,3,4.0
2290,2.0,1926,1000000,4,2.75
4850,2.0,1977,975000,5,4.0
2790,1.0,1963,970000,4,3.25
5330,2.0,2006,950000,5,3.75
2876,1.0,1973,895000,5,3.0
3488,2.0,1998,815000,4,2.75
2830,2.0,1998,744000,4,2.75
2020,3.0,2000,720000,3,2.5
3400,2.0,2001,712000,4,2.5
3010,2.0,1996,700000,4,2.5
2780,2.0,2006,700000,4,3.25
2550,1.0,1972,691000,4,2.75
2340,1.0,1964,668750,4,2.5
2350,2.0,1994,655000,4,3.5
2750,1.0,1948,635000,4,2.25
2630,2.0,1986,625000,4,2.5
2450,2.0,1988,619420,4,2.75
2360,2.0,2001,600000,4,2.5
2230,2.0,1987,600000,3,2.25
2910,2.0,1998,589000,4,2.5
2540,2.0,1999,567000,3,2.5
2020,2.0,1998,556000,3,2.25
1960,2.0,2007,556000,3,3.0
3010,1.5,1931,542500,5,3.25
1300,1.0,1983,540000,3,1.75
1470,2.0,2007,540000,3,2.0
1900,2.0,1994,535800,4,2.5
1030,1.0,1939,535000,2,1.0
2100,2.0,1998,525000,3,2.75
1450,1.0,1948,525000,3,1.0
3290,2.0,1992,520000,4,2.5
1900,2.0,1990,512500,3,2.5
2380,2.0,1997,495000,3,3.5
1790,1.0,1909,475000,4,2.0
1660,1.0,1945,452000,4,2.0
1200,1.0,1940,450000,2,1.0
2080,1.0,1979,442000,4,2.25
1150,1.0,1906,430000,3,1.0
2550,2.0,1994,430000,3,2.75
2420,2.0,1985,429000,3,2.5
960,1.0,1945,420850,1,1.0
1440,1.0,2007,413800,3,2.0
2470,1.0,1962,405000,3,1.75
1540,1.0,1967,396450,3,1.75
1445,2.0,2003,389999,3,2.25
1540,1.0,1961,385500,3,2.0
2880,2.0,1990,382000,5,2.25
2000,1.0,1961,374000,3,1.75
2150,2.0,1988,368250,3,2.5
850,1.0,1909,360000,2,0.75
1530,3.0,2009,360000,3,2.5
980,1.0,1969,350000,3,1.5
1800,1.0,2002,344500,4,2.75
2220,2.0,2014,334990,4,2.5
1800,2.0,1995,332500,3,2.25
1250,1.0,1969,330000,3,1.0
990,1.0,1947,325000,3,1.0
2000,1.0,1978,318989,4,2.25
970,1.0,1949,300000,2,1.0
2720,2.0,2002,299900,3,2.5
790,1.0,1925,299800,2,1.0
1870,2.0,1997,288400,3,2.25
2380,1.5,1935,285000,3,1.75
2030,2.0,1993,275000,3,2.5
1390,1.0,1957,270000,3,1.75
2220,1.0,1977,260000,6,2.0
1990,1.0,1969,256750,3,2.5
1060,1.0,1973,255000,3,1.5
1170,1.0,1984,250000,3,2.0
1140,1.0,1947,249900,2,1.0
1780,1.0,1953,246000,3,1.5
1330,1.0,1993,240000,2,1.75
1930,1.5,1941,230000,5,2.0
1396,1.0,1940,225000,2,1.0
1060,1.0,1956,220000,3,1.0
2160,2.0,1993,220000,4,2.5
1020,1.0,1956,218000,3,1.0
1240,1.0,1916,210000,3,1.0
1310,1.5,1945,200000,4,1.0
2030,2.0,1950,199000,4,2.0
1380,1.0,1981,195000,3,1.75
1080,1.0,1972,195000,2,1.0
1100,1.0,1980,189650,2,1.75
1230,1.0,1962,175000,3,1.75
1010,1.0,1966,150000,3,1.0
5060,2.0,2008,2150000,4,5.5
3160,1.0,1966,1600000,3,2.5
1610,1.0,1973,1180000,3,1.75
2890,2.0,1987,1170000,3,2.75
6040,2.0,1996,1150000,6,4.5
3600,1.0,1976,1080000,4,3.0
3440,2.0,1983,1050000,4,3.25
3030,1.5,1988,1050000,4,2.5
3860,2.5,2007,1050000,4,3.75
4260,2.0,1996,1000000,4,3.0
2080,1.5,1912,940000,4,2.75
1660,2.0,1907,926300,3,1.5
3340,1.5,1963,910000,4,3.25
3090,2.0,1923,850000,4,3.25
2410,1.0,1950,805000,4,2.75
2350,2.0,1987,770000,4,2.5
2930,2.0,1998,749000,4,2.5
2000,1.0,1916,677000,3,2.0
2600,2.0,1996,665000,4,2.5
2450,2.0,2010,660000,3,2.5
2670,2.0,1989,657500,3,2.5
2740,1.0,1954,657000,4,1.75
2860,2.0,1999,655000,4,2.5
2260,1.0,1947,648360,4,1.75
3240,1.0,1977,635700,4,2.5
2060,1.0,1984,625000,3,1.75
2980,2.0,2000,622500,4,2.5
2750,1.0,1981,604700,4,2.75
1650,1.0,1908,600000,3,1.75
2170,1.0,1968,592500,4,3.0
3000,1.0,1950,585000,4,1.75
2350,1.0,1977,555000,4,2.25
1670,2.0,2002,505000,3,2.25
2860,1.0,1948,503000,2,1.75
1560,1.0,1904,494400,2,1.75
1640,2.0,1907,492000,4,2.0
2230,1.0,1978,482000,5,2.25
3250,2.0,1983,480000,4,2.25
1820,1.0,1981,475000,3,2.25
1470,2.0,2007,432000,3,2.25
2200,1.0,1982,432000,3,2.75
1900,2.0,2008,431500,3,3.5
3220,2.0,1990,430000,4,3.0
1520,2.0,2007,430000,2,2.5
1950,1.0,2006,408000,3,2.25
1040,1.0,1942,400000,3,1.0
590,1.5,1983,398000,2,1.0
3140,2.0,1991,389950,4,2.5
1250,1.0,1956,385000,3,1.0
1230,2.0,2011,380000,2,2.5
2420,2.0,2013,380000,5,3.5
800,1.0,1918,373500,2,1.0
3150,1.0,1965,370000,4,2.75
1100,1.5,1922,361000,3,1.0
1360,3.0,2008,359000,3,1.5
1060,1.0,1977,356000,2,1.75
1280,3.0,2005,355000,3,2.25
1060,2.0,1979,353250,2,1.0
550,2.0,2008,353000,1,1.0
2052,2.0,2014,349900,4,2.5
1220,1.0,1966,348580,3,1.0
1070,1.0,1951,337000,3,1.0
2000,1.0,1986,330000,5,2.25
3150,2.0,2005,330000,4,3.5
1750,2.0,1994,324000,3,2.5
1347,3.0,2010,321000,3,2.25
1110,1.0,1978,320000,3,2.0
998,2.0,2007,320000,3,2.25
1070,1.0,1949,319950,2,1.0
2320,1.0,1976,307000,3,1.5
2200,1.5,1942,305000,4,1.75
1860,1.0,1954,301350,3,3.0
2040,1.0,1943,300000,6,2.0
2760,2.0,2006,300000,5,2.5
980,1.0,1978,295000,4,2.0
1170,1.0,1962,275000,1,0.75
1990,2.0,1990,273000,4,3.0
840,2.0,2005,270000,2,1.5
1550,2.0,2011,259000,3,2.5
2570,2.0,1998,254500,4,2.75
940,1.0,1959,249950,2,1.0
1580,1.0,1967,245000,4,2.0
1980,2.0,1988,243500,4,2.5
1720,1.0,1973,240000,4,2.25
740,1.0,1938,235750,2,1.0
910,1.0,1956,219900,3,1.0
870,1.0,1969,180000,3,1.0
1400,1.0,1922,180000,2,1.0
1740,1.0,1962,180000,4,1.5
1160,2.0,1998,168000,2,2.5
820,1.0,1954,150000,2,1.0
4390,2.0,1990,1610000,4,3.5
3370,1.0,1988,1330000,4,3.0
4740,2.0,2003,1200000,4,3.5
4380,2.0,1983,1050000,3,4.0
3680,1.0,1967,980000,4,3.0
3400,2.0,1999,950000,5,3.25
2840,1.0,1952,945000,4,2.0
2530,1.0,1976,902000,4,2.25
4080,1.5,2000,900000,3,3.5
4220,2.0,1993,799950,4,3.5
3500,2.0,2005,788600,4,2.75
2380,2.0,1991,782000,4,2.5
2390,2.0,1984,735000,3,2.5
2560,2.0,1987,675000,4,2.5
1590,1.0,1951,670500,4,2.0
1800,1.0,1966,665000,3,2.75
1240,1.5,1926,662990,3,1.75
2290,1.5,1940,661254,4,4.0
2250,1.0,1951,648475,4,2.75
1620,1.0,1926,641000,3,1.75
2600,1.0,1984,625000,3,2.5
1230,1.0,1951,607000,3,1.0
1500,1.0,1947,606000,3,1.0
1960,1.5,1926,599000,3,2.75
1030,1.0,1924,595000,2,1.5
1670,1.5,1931,585000,3,2.0
1620,3.0,2008,580000,3,2.5
3840,2.0,1991,556000,5,2.5
3510,1.0,1965,554820,4,2.0
1430,1.0,1919,552000,3,1.0
2510,2.0,1992,550000,3,2.5
1830,1.0,1959,550000,3,2.0
2830,2.0,1987,549900,4,3.0
2210,2.0,1994,535000,3,2.5
1814,1.0,1951,530000,4,1.75
820,1.0,1999,527550,1,0.75
1680,1.0,1992,526000,3,1.75
1680,1.0,1941,515000,2,1.0
1140,1.0,1924,498000,2,2.0
1280,1.5,1910,478000,3,1.0
1620,1.0,1973,467100,3,1.75
2430,1.0,1967,465425,4,2.75
1120,1.5,1925,464600,3,1.75
1300,1.0,1919,462000,3,1.75
1670,1.5,1939,460000,3,1.0
1560,2.0,1923,449950,3,2.0
1630,1.0,1987,445000,3,2.0
2560,1.0,1965,440000,4,2.5
2380,2.0,2002,439950,4,2.5
1830,1.0,1966,433000,4,1.75
1110,1.0,1963,416000,3,1.5
1650,1.5,1983,410000,3,2.0
4060,1.0,1989,404000,4,3.0
1540,2.0,2005,402000,3,2.0
2420,2.0,1911,399500,3,1.75
2440,2.0,1993,388000,4,2.5
1800,1.0,1942,383000,3,1.0
800,1.0,1940,379000,2,1.0
2120,1.0,1942,377691,5,1.75
750,2.0,2006,375000,2,2.5
1270,3.0,2006,360000,3,2.0
1220,3.0,2007,355000,3,2.0
1370,1.0,1964,354800,3,2.0
1010,1.0,1947,350000,3,1.0
1750,1.0,1983,335000,4,2.5
2210,1.0,1965,334000,4,2.5
1920,1.0,1952,325000,3,1.0
780,1.0,1946,306000,2,1.0
1960,2.0,2001,300000,4,2.5
1340,1.0,1947,300000,2,1.0
1930,2.0,1979,275000,4,1.5
1620,1.0,1988,258000,3,1.75
1490,1.5,1984,255000,3,2.0
1450,1.0,1943,244000,4,1.0
1810,1.0,1970,235000,4,2.5
1140,1.5,2007,235000,2,1.0
1300,1.5,1975,225000,2,1.0
960,1.0,1982,218000,3,1.0
1350,1.0,1966,200000,4,1.0
1300,1.0,1958,175000,2,1.0
1700,1.0,1955,149000,3,1.0
1080,1.0,1967,132500,3,1.0
580,1.0,1943,90000,2,1.0
430,1.0,1912,80000,1,0.75
4580,3.0,2004,2000000,5,4.0
5584,2.0,1998,1680000,4,4.25
3670,2.0,2005,820000,4,2.5
1010,1.0,1924,501000,2,1.0
1740,2.0,1989,496700,3,2.5
1370,1.5,1924,479000,3,1.0
2460,2.0,2007,440500,3,2.5
1960,1.0,1979,372000,4,1.75
2670,2.0,1996,347000,4,1.5
1260,1.0,1994,245000,3,1.75
720,1.0,1943,199000,2,1.0
2980,1.0,1981,675000,3,3.0
1620,1.0,1955,355300,3,2.5
2630,1.5,1984,325000,4,3.5
1560,2.0,2003,295000,3,2.5
1570,1.0,1991,195000,3,1.75
2130,1.0,1989,880000,3,2.0
2700,2.0,2004,690000,4,2.5
2730,1.0,1976,460000,2,1.5
1690,1.0,1956,379950,3,1.5
1780,2.0,2001,370000,3,2.5
2100,2.0,2009,346000,4,2.5
1140,1.0,1960,276000,3,1.0
1140,1.0,1972,172500,3,1.0
4060,2.0,2000,1800000,4,3.25
4590,2.0,2009,1710000,5,4.5
3080,2.0,1937,1660000,4,3.5
3790,2.0,1985,1600000,3,3.25
3070,2.0,1927,1570000,4,3.75
3160,2.5,1997,1380000,4,3.75
5940,2.0,2004,1150000,4,3.0
2640,1.5,1926,1100000,3,2.75
2920,1.0,1921,1050000,4,2.5
2510,1.5,1932,994000,3,2.25
3480,2.0,1964,970000,5,3.0
3250,2.0,1951,967500,3,3.75
3720,2.0,2005,960000,5,4.0
2290,2.0,1978,949880,4,2.25
3720,2.0,1991,857000,4,3.0
1850,1.0,1978,830000,4,2.5
2680,1.0,1952,800000,4,2.5
2520,1.5,1925,780000,3,3.0
3330,2.0,2009,760000,4,2.5
2610,2.0,2014,754950,3,2.5
1880,1.5,1902,751750,2,2.0
3390,2.0,2004,735000,5,2.75
2330,2.0,2004,732000,3,2.5
1840,1.0,1951,730001,3,2.0
2740,2.0,1990,725000,4,2.5
2500,1.5,1940,725000,3,1.5
2160,1.0,2002,715000,2,2.5
3000,1.5,1913,688000,4,3.0
2810,2.0,2001,685000,3,2.5
2540,2.0,1940,675000,3,2.5
2710,2.0,2005,627000,3,3.5
2370,2.0,1979,587000,3,2.25
1850,1.0,1983,585000,3,1.75
1930,1.0,1977,570000,3,1.75
4850,2.0,2001,569950,5,4.5
1960,2.0,1940,540000,4,4.25
1040,1.0,1951,535000,2,1.0
2340,2.0,1921,535000,4,2.5
1210,1.5,1924,529000,3,1.0
2310,1.0,1977,527500,3,1.75
2750,1.5,1926,525000,5,3.0
3200,2.0,2005,515000,4,2.5
1760,2.0,1988,500000,3,2.25
1820,2.0,2014,499950,3,3.5
1940,1.0,1956,495000,4,2.25
1750,3.0,2013,495000,3,2.5
1590,3.0,1985,488000,3,2.5
1150,1.0,1943,480000,3,1.0
1720,2.0,1978,477000,4,2.75
1230,1.0,1984,475000,3,2.0
3400,2.0,1991,475000,4,3.5
1160,1.0,1942,468000,2,1.0
1560,1.0,1967,465000,3,2.0
1600,2.0,2006,460000,3,3.5
1840,1.0,1925,457500,3,1.75
2420,2.0,1998,455600,3,2.5
1460,1.0,1975,455500,3,2.0
2510,2.0,2009,450800,4,3.25
2520,2.0,1999,450000,4,2.5
1870,2.0,2003,445830,3,2.5
1650,1.0,1961,438000,3,1.75
